AAA21117.VFG043885_gi_436833_.Bacillus_thuringiensis_subspecies_kumamotoensis_str._PS50C_a_ was removed because it failed filtering checks, so removing its metadata
p35.VFG016607_gi_26554101_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016608_gi_26554103_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016609_gi_26554104_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016610_gi_26554106_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016611_gi_26554107_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016612_gi_26554108_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016613_gi_26554109_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016614_gi_26554110_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016615_gi_26554111_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016616_gi_26554112_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016617_gi_26554113_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016618_gi_26554117_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016619_gi_26554118_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016620_gi_26554119_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016621_gi_26554120_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016622_gi_26554121_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016623_gi_26554122_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016624_gi_26554123_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016625_gi_26554125_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016626_gi_26554126_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016627_gi_26554127_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016628_gi_26554128_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016629_gi_26554129_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016630_gi_26554132_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016631_gi_26554133_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016632_gi_26554134_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016633_gi_26554135_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016634_gi_26554136_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016635_gi_26554137_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016636_gi_26554138_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016637_gi_26554156_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016638_gi_26554157_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016639_gi_26554158_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016640_gi_26554159_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016641_gi_26554160_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016642_gi_26554161_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016643_gi_26554162_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016644_gi_26554189_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016645_gi_26554193_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016646_gi_26554195_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p35.VFG016647_gi_26554196_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
p40.VFG016481_gi_148377507_.Mycoplasma_agalactiae_PG2 was removed because it failed filtering checks, so removing its metadata
p44_63.VFG045388_gi_3930131_.Anaplasma_phagocytophilum_HZ was removed because it failed filtering checks, so removing its metadata
p44_67.VFG045396_gi_3929979_.Anaplasma_phagocytophilum_HZ was removed because it failed filtering checks, so removing its metadata
p44_68.VFG045397_gi_3930547_.Anaplasma_phagocytophilum_HZ was removed because it failed filtering checks, so removing its metadata
p44_69.VFG045399_gi_3930298_.Anaplasma_phagocytophilum_HZ was removed because it failed filtering checks, so removing its metadata
p44_82.VFG045400_gi_3929986_.Anaplasma_phagocytophilum_HZ was removed because it failed filtering checks, so removing its metadata
p48.VFG016551_gi_148377280_.Mycoplasma_agalactiae_PG2 was removed because it failed filtering checks, so removing its metadata
p65.VFG002031_gb_NP_109997_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
p65.VFG016477_gi_54020292_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
p65.VFG016478_gi_72080983_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
p65.VFG016479_gi_71894004_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
p65.VFG016480_gi_47459260_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
p97.VFG016463_gb_YP_115696_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
p97.VFG016464_gi_72080537_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
p97.VFG016465_gi_71893550_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
padA.VFG043517_gi_157150875_.Streptococcus_gordonii_str._Challis_substr._CH1 was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016496_gi_13508131_.Mycoplasma_pneumoniae_M129 was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016497_gi_12045129_.Mycoplasma_genitalium_G37 was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016498_gi_31544688_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016499_gi_54020422_.Mycoplasma_hyopneumoniae_232 was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016500_gi_72080456_.Mycoplasma_hyopneumoniae_7448 was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016501_gi_71893469_.Mycoplasma_hyopneumoniae_J was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016502_gi_47459418_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016503_gi_42560814_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016504_gi_26553961_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016505_gi_15829234_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016507_gi_148377362_.Mycoplasma_agalactiae_PG2 was removed because it failed filtering checks, so removing its metadata
pdhB.VFG016508_gi_83319905_.Mycoplasma_capricolum_subsp._capricolum_ATCC_27343 was removed because it failed filtering checks, so removing its metadata
pdtorfA.VFG044384_gi_6959508_.Pseudomonas_stutzeri_KC was removed because it failed filtering checks, so removing its metadata
pdtorfQ.VFG044400_gi_6959524_.Pseudomonas_stutzeri_KC was removed because it failed filtering checks, so removing its metadata
pglF.VFG017832_gi_5388972_.Campylobacter_jejuni_subsp._doylei_269.97 was removed because it failed filtering checks, so removing its metadata
pilC.VFG000230_gi_902151_.Neisseria_meningitidis_MC58 was removed because it failed filtering checks, so removing its metadata
pilC.VFG000231_gi_903251_.Neisseria_meningitidis_MC58 was removed because it failed filtering checks, so removing its metadata
pilC.VFG006127_gi_906301_.Neisseria_meningitidis_Z2491 was removed because it failed filtering checks, so removing its metadata
pilC.VFG036186_gi_12487115_.Neisseria_meningitidis_M04_240196 was removed because it failed filtering checks, so removing its metadata
pilC.VFG036192_gi_12493401_.Neisseria_meningitidis_NZ_05_33 was removed because it failed filtering checks, so removing its metadata
pilC.VFG036193_gi_12493826_.Neisseria_meningitidis_NZ_05_33 was removed because it failed filtering checks, so removing its metadata
pilN.VFG042884_gi_16763013_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
pilS.VFG006141_gi_15793288_.Neisseria_meningitidis_Z2491 was removed because it failed filtering checks, so removing its metadata
pilS.VFG006142_gi_15793289_.Neisseria_meningitidis_Z2491 was removed because it failed filtering checks, so removing its metadata
pilS.VFG006152_gi_4675887_.Neisseria_meningitidis_FAM18 was removed because it failed filtering checks, so removing its metadata
pilS.VFG036226_gi_12395300_.Neisseria_meningitidis_8013 was removed because it failed filtering checks, so removing its metadata
pilS.VFG036227_gi_12395301_.Neisseria_meningitidis_8013 was removed because it failed filtering checks, so removing its metadata
pilS.VFG036228_gi_12395302_.Neisseria_meningitidis_8013 was removed because it failed filtering checks, so removing its metadata
pilS.VFG036229_gi_12395303_.Neisseria_meningitidis_8013 was removed because it failed filtering checks, so removing its metadata
pilS.VFG036230_gi_12395304_.Neisseria_meningitidis_8013 was removed because it failed filtering checks, so removing its metadata
pilV2.VFG042893_gi_16763022_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
pks.VFG029820_gi_41408328_.Mycobacterium_avium_subsp._paratuberculosis_K_10 was removed because it failed filtering checks, so removing its metadata
pks.VFG029821_gi_118466712_.Mycobacterium_avium_104 was removed because it failed filtering checks, so removing its metadata
pks.VFG029822_gi_145221009_.Mycobacterium_gilvum_PYR_GCK was removed because it failed filtering checks, so removing its metadata
pks.VFG029823_gi_118471646_.Mycobacterium_smegmatis_str._MC2_155 was removed because it failed filtering checks, so removing its metadata
pks.VFG029824_gi_126432847_.Mycobacterium_sp._JLS was removed because it failed filtering checks, so removing its metadata
pks.VFG029825_gi_119866309_.Mycobacterium_sp._KMS was removed because it failed filtering checks, so removing its metadata
pks.VFG029827_gi_120401295_.Mycobacterium_vanbaalenii_PYR_1 was removed because it failed filtering checks, so removing its metadata
pks.VFG029828_gi_169628036_.Mycobacterium_abscessus_ATCC_19977 was removed because it failed filtering checks, so removing its metadata
pks.VFG029830_gi_315442019_.Mycobacterium_gilvum_Spyr1 was removed because it failed filtering checks, so removing its metadata
pks.VFG029831_gi_387874950_.Mycobacterium_intracellulare_str._MOTT36Y was removed because it failed filtering checks, so removing its metadata
pks.VFG029832_gi_379753832_.Mycobacterium_intracellulare_MOTT_02 was removed because it failed filtering checks, so removing its metadata
pks.VFG029833_gi_379761017_.Mycobacterium_intracellulare_MOTT_64 was removed because it failed filtering checks, so removing its metadata
pks.VFG029834_gi_379746557_.Mycobacterium_intracellulare_ATCC_13950 was removed because it failed filtering checks, so removing its metadata
pks.VFG029835_gi_507419865_.Mycobacterium_abscessus_subsp._bolletii_50594 was removed because it failed filtering checks, so removing its metadata
pks.VFG029838_gi_433645067_.Mycobacterium_smegmatis_JS623 was removed because it failed filtering checks, so removing its metadata
pks15.VFG024721_gi_340627936_.Mycobacterium_canettii_CIPT_140010059 was removed because it failed filtering checks, so removing its metadata
plcD.VFG001394_gi_15608893_.Mycobacterium_tuberculosis_H37Rv was removed because it failed filtering checks, so removing its metadata
plcR.VFG016312_gi_2821034_.Bacillus_anthracis_str._Ames_Ancestor was removed because it failed filtering checks, so removing its metadata
psrP.VFG043603_gi_15901602_.Streptococcus_pneumoniae_TIGR4 was removed because it failed filtering checks, so removing its metadata
ptxB.VFG010991_gi_1665671_.Bordetella_parapertussis_12822 was removed because it failed filtering checks, so removing its metadata
pvdD.VFG016036_gi_26990911_.Pseudomonas_putida_KT2440 was removed because it failed filtering checks, so removing its metadata
pvdD.VFG020069_gi_218891621_.Pseudomonas_aeruginosa_LESB58 was removed because it failed filtering checks, so removing its metadata
pvdI.VFG015823_gi_170722710_.Pseudomonas_putida_W619 was removed because it failed filtering checks, so removing its metadata
pvdI.VFG016041_gb_NP_251092_.Pseudomonas_aeruginosa_PAO1 was removed because it failed filtering checks, so removing its metadata
pvdI.VFG016042_gi_152985810_.Pseudomonas_aeruginosa_PA7 was removed because it failed filtering checks, so removing its metadata
pvdI.VFG016043_gi_116050342_.Pseudomonas_aeruginosa_UCBPP_PA14 was removed because it failed filtering checks, so removing its metadata
pvdI.VFG016044_gi_104782280_.Pseudomonas_entomophila_L48 was removed because it failed filtering checks, so removing its metadata
pvdI.VFG016045_gi_70731449_.Pseudomonas_fluorescens_Pf_5 was removed because it failed filtering checks, so removing its metadata
pvdI.VFG020073_gi_229590013_.Pseudomonas_fluorescens_SBW25 was removed because it failed filtering checks, so removing its metadata
pvdI.VFG020317_gi_218891619_.Pseudomonas_aeruginosa_LESB58 was removed because it failed filtering checks, so removing its metadata
pvdJ.VFG020071_gi_229590014_.Pseudomonas_fluorescens_SBW25 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG015826_gi_167034804_.Pseudomonas_putida_GB_1 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG015827_gi_170722725_.Pseudomonas_putida_W619 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016058_gb_NP_251114_.Pseudomonas_aeruginosa_PAO1 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016059_gi_152983610_.Pseudomonas_aeruginosa_PA7 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016060_gi_116050371_.Pseudomonas_aeruginosa_UCBPP_PA14 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016061_gi_28869338_.Pseudomonas_syringae_pv._tomato_str._DC3000 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016062_gi_66045185_.Pseudomonas_syringae_pv._syringae_B728a was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016063_gi_71734760_.Pseudomonas_syringae_pv._phaseolicola_1448A was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016064_gi_26990934_.Pseudomonas_putida_KT2440 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016065_gi_148546862_.Pseudomonas_putida_F1 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016066_gi_104780964_.Pseudomonas_entomophila_L48 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016067_gi_70731540_.Pseudomonas_fluorescens_Pf_5 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG016068_gi_77460161_.Pseudomonas_fluorescens_Pf0_1 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG020074_gi_218891595_.Pseudomonas_aeruginosa_LESB58 was removed because it failed filtering checks, so removing its metadata
pvdL.VFG020077_gi_229591803_.Pseudomonas_fluorescens_SBW25 was removed because it failed filtering checks, so removing its metadata
pvpA.VFG016482_gi_1089833_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
ratB.VFG004445_gi_1249070_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
ratB.VFG004447_gi_3176910_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
ratB.VFG021119_gi_6809612_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._AKU_12601 was removed because it failed filtering checks, so removing its metadata
rtxA.VFG000983_gb_NP_231094_.Vibrio_cholerae_O1_biovar_El_Tor_str._N16961 was removed because it failed filtering checks, so removing its metadata
rtxA.VFG007018_gi_27366913_.Vibrio_vulnificus_CMCP6 was removed because it failed filtering checks, so removing its metadata
rtxA.VFG007019_gi_37676690_.Vibrio_vulnificus_YJ016 was removed because it failed filtering checks, so removing its metadata
rtxA.VFG010851_gi_54296668_.Legionella_pneumophila_str._Paris was removed because it failed filtering checks, so removing its metadata
rtxA.VFG010852_gi_54293628_.Legionella_pneumophila_str._Lens was removed because it failed filtering checks, so removing its metadata
rtxA.VFG010853_gi_148360702_.Legionella_pneumophila_str._Corby was removed because it failed filtering checks, so removing its metadata
rtxA.VFG038912_gb_YP_855898_.Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966 was removed because it failed filtering checks, so removing its metadata
rtxA.VFG038913_gi_507520991_.Aeromonas_hydrophila_ML09_119 was removed because it failed filtering checks, so removing its metadata
safC.VFG021384_gi_7552799_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_C_strain_RKS4594 was removed because it failed filtering checks, so removing its metadata
safC.VFG021388_gi_6924785_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
safD.VFG004208_gi_3176708_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
safD.VFG021391_gi_6811627_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._AKU_12601 was removed because it failed filtering checks, so removing its metadata
scpA_scpB.VFG005484_gi_1014043_.Streptococcus_agalactiae_2603V_R was removed because it failed filtering checks, so removing its metadata
sdrC.VFG004602_gi_3793184_.Staphylococcus_aureus_RF122 was removed because it failed filtering checks, so removing its metadata
sefA.VFG004210_gi_1251039_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sefC.VFG021409_gi_6922974_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
sefD.VFG004219_gi_1251042_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sefD.VFG021410_gi_6813353_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._AKU_12601 was removed because it failed filtering checks, so removing its metadata
sefD.VFG021412_gi_6924819_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
shdA.VFG004435_gi_1249068_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
shdA.VFG004437_gi_3176808_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
shdA.VFG004438_gi_3335007_.Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67 was removed because it failed filtering checks, so removing its metadata
shdA.VFG021106_gi_6925182_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
shuW.VFG013066_gi_3796780_.Shigella_dysenteriae_Sd197 was removed because it failed filtering checks, so removing its metadata
sidH.VFG010744_gi_3116589_.Legionella_pneumophila_str._Paris was removed because it failed filtering checks, so removing its metadata
sifB.VFG020993_gi_6926099_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
sigM.VFG022891_gi_10956959_.Mycobacterium_africanum_GM041182 was removed because it failed filtering checks, so removing its metadata
siiE.VFG000581_gi_16767511_.Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2 was removed because it failed filtering checks, so removing its metadata
sinH.VFG004440_gi_1249073_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sinH.VFG004442_gi_3178868_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
sinH.VFG021115_gi_6924849_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
ska.VFG005453_gi_4964262_.Streptococcus_pyogenes_str._Manfredo was removed because it failed filtering checks, so removing its metadata
slrP.VFG004012_gi_1247280_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
slrP.VFG004014_gi_3175234_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
slrP.VFG021032_gi_7553296_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_C_strain_RKS4594 was removed because it failed filtering checks, so removing its metadata
sopA.VFG003796_gi_1248609_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sopA.VFG003798_gi_3178057_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
sopA.VFG018497_gi_5782915_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7 was removed because it failed filtering checks, so removing its metadata
sopA.VFG020637_gi_7554157_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_C_strain_RKS4594 was removed because it failed filtering checks, so removing its metadata
sopA.VFG020641_gi_6924437_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
sopD2.VFG004002_gi_1247404_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sopD2.VFG004004_gi_3176215_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
spa.VFG004647_gi_3793003_.Staphylococcus_aureus_RF122 was removed because it failed filtering checks, so removing its metadata
splF.VFG004669_gi_2859157_.Staphylococcus_aureus_subsp._aureus_MRSA252 was removed because it failed filtering checks, so removing its metadata
sptP.VFG020606_gi_6490414_.Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476 was removed because it failed filtering checks, so removing its metadata
srpA.VFG043592_gi_6984160_.Streptococcus_cristatus_str._CC5A was removed because it failed filtering checks, so removing its metadata
sseJ.VFG003974_gi_16760256_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sseK1.VFG020975_gi_6922809_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
sspH2.VFG004428_gi_3334734_.Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67 was removed because it failed filtering checks, so removing its metadata
sspH2.VFG021029_gi_6925127_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
stbC.VFG004247_gi_1070103_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2 was removed because it failed filtering checks, so removing its metadata
stbC.VFG021450_gi_6924959_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
stbE.VFG004239_gi_3332798_.Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67 was removed because it failed filtering checks, so removing its metadata
stcC.VFG004267_gi_1069928_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2 was removed because it failed filtering checks, so removing its metadata
stcC.VFG021473_gi_7554063_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_C_strain_RKS4594 was removed because it failed filtering checks, so removing its metadata
steA.VFG004295_gi_1249383_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
steB.VFG018321_gi_5778119_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7 was removed because it failed filtering checks, so removing its metadata
stfC.VFG004323_gi_3176190_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
stfC.VFG021561_gi_6809473_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._AKU_12601 was removed because it failed filtering checks, so removing its metadata
stfD.VFG021570_gi_7552694_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_C_strain_RKS4594 was removed because it failed filtering checks, so removing its metadata
stfF.VFG004332_gi_3177891_.Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150 was removed because it failed filtering checks, so removing its metadata
stgC.VFG004341_gi_1250168_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sthB.VFG021632_gi_6924969_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
sthC.VFG004356_gi_1251135_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sthE.VFG004346_gi_1251133_.Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18 was removed because it failed filtering checks, so removing its metadata
sthE.VFG021606_gi_6923312_.Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287_91 was removed because it failed filtering checks, so removing its metadata
sypA.VFG015904_gi_66045850_.Pseudomonas_syringae_pv._syringae_B728a was removed because it failed filtering checks, so removing its metadata
sypB.VFG015905_gi_66045851_.Pseudomonas_syringae_pv._syringae_B728a was removed because it failed filtering checks, so removing its metadata
sypC.VFG015906_gi_66045852_.Pseudomonas_syringae_pv._syringae_B728a was removed because it failed filtering checks, so removing its metadata
syrE.VFG015908_gi_66045844_.Pseudomonas_syringae_pv._syringae_B728a was removed because it failed filtering checks, so removing its metadata
tagC.VFG038437_gi_4996430_.Aeromonas_salmonicida_subsp._salmonicida_A449 was removed because it failed filtering checks, so removing its metadata
tapF.VFG038506_gi_4996623_.Aeromonas_salmonicida_subsp._salmonicida_A449 was removed because it failed filtering checks, so removing its metadata
tcfA.VFG010986_gi_2660514_.Bordetella_bronchiseptica_RB50 was removed because it failed filtering checks, so removing its metadata
tcfC.VFG004401_gi_3332718_.Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67 was removed because it failed filtering checks, so removing its metadata
tnp.VFG016533_gi_42561492_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
tnp.VFG016538_gi_42561497_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
tnp.VFG016546_gi_42561505_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
tuf.VFG016485_gi_31544430_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
tuf.VFG016489_gi_47459059_.Mycoplasma_mobile_163K was removed because it failed filtering checks, so removing its metadata
tuf.VFG016490_gi_42560712_.Mycoplasma_mycoides_subsp._mycoides_SC_str._PG1 was removed because it failed filtering checks, so removing its metadata
tuf.VFG016491_gi_26553484_.Mycoplasma_penetrans_HF_2 was removed because it failed filtering checks, so removing its metadata
tuf.VFG016494_gi_148377586_.Mycoplasma_agalactiae_PG2 was removed because it failed filtering checks, so removing its metadata
tuf.VFG016495_gi_83319675_.Mycoplasma_capricolum_subsp._capricolum_ATCC_27343 was removed because it failed filtering checks, so removing its metadata
ureF.VFG019529_gi_6962946_.Helicobacter_pylori_G27 was removed because it failed filtering checks, so removing its metadata
